瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),乞闭 瘤搁柯档(∑C)
己魂,2016-09-06,24.4,20,27.5,7.4,3.5,1.6,21.1,25.1,1006.5,24.5
己魂,2016-09-07,24.4,22.3,26.8,8.5,4.6,2.3,18.8,21.9,1003.8,23
己魂,2016-09-08,24.9,21.7,29.3,8.1,5.5,2.8,16.8,19.1,1005.4,27
己魂,2016-09-09,24.5,20.4,29.3,8.6,5.1,2.6,18.4,21.2,1008,27.8
己魂,2016-09-10,23.4,19.8,27.4,7.4,4.3,1.9,19.8,23.2,1009.6,26.6
己魂,2016-09-11,24.8,21.3,27.4,8,5,2.4,21.9,26.3,1011.6,26.8
己魂,2016-09-12,21.9,19.4,24.8,8.8,5.7,2.9,19.5,22.8,1013.4,22.8
己魂,2016-09-13,23.4,20.6,26.8,7.8,4.7,2.4,19.8,23.1,1015.3,24.8
己魂,2016-09-14,23.4,21.8,26.7,7.7,5,2.5,20.7,24.4,1015.3,23.4
己魂,2016-09-15,23.4,21.2,26.9,6.5,4.2,1.8,21,24.9,1013.9,24.2
己魂,2016-09-16,24.4,21.1,26.3,10.7,7.2,3,22.1,26.7,1011.1,24.3
己魂,2016-09-17,25.3,23.9,27.6,14.5,9,4.3,24.2,30.3,1005.1,25.3
己魂,2016-09-18,23.8,22.1,26.5,12.1,6.6,3.2,22.7,27.7,1005.2,24.3
己魂,2016-09-19,21.9,21.2,22.8,15.2,8.9,6.3,18.9,21.9,1005.7,20.9
己魂,2016-09-20,21.4,18.2,24,11.3,7,3.5,14.3,16.3,1012.2,21.8
己魂,2016-09-21,21.7,18.5,24.4,9,5.5,3.3,15.1,17.2,1016.9,22.2
己魂,2016-09-22,21,18.3,24.6,8.5,4.8,2.4,16.3,18.6,1015.1,24
己魂,2016-09-23,21.4,17.9,25.1,8.3,5,2.5,17.8,20.4,1014.3,23.6
己魂,2016-09-24,22,19.3,25,8,4.9,2.3,19.3,22.4,1013.4,25.5
己魂,2016-09-25,23.4,20.4,26.2,7.6,5,2.6,21.3,25.4,1013.2,27.1
己魂,2016-09-26,24.4,23.4,25.9,6.2,3.6,2,23.4,28.8,1012.8,25.8
己魂,2016-09-27,24.3,23.5,25.8,6.3,3.2,1.6,23.6,29.1,1012.4,24.8
己魂,2016-09-28,23,21.9,23.9,7.9,4.9,2.7,22.4,27.1,1010.8,23.2
己魂,2016-09-29,21.8,20.8,22.7,10.9,6.3,4.3,20.5,24.2,1012.5,21.8
己魂,2016-09-30,21.6,20.8,22.7,9.7,5.3,3.8,20.5,24.1,1011.6,21.4
己魂,2016-10-01,22.9,21.7,23.9,7.1,4.1,2,22.2,26.8,1014.1,22.8
己魂,2016-10-02,24.8,22.9,27.2,5.9,4,1.7,23.8,29.5,1011.9,25.8
己魂,2016-10-03,25.3,22.7,29.5,7.3,5.2,2.3,23.5,28.9,1008.2,25.3
己魂,2016-10-04,23.8,22.5,25.8,17,10.3,4.7,22.4,27,1008.5,23.9
己魂,2016-10-05,23.1,20.2,26.7,30.4,19.5,8.1,19.7,23,1002.1,22.5
己魂,2016-10-06,21.7,19.7,24.4,9.3,4.8,2.8,16.4,18.8,1016.8,21.2
己魂,2016-10-07,23.2,21.7,24.9,9.5,6,4.1,20,23.5,1015.7,22.4
己魂,2016-10-08,21.1,16.2,25.3,11.9,6.8,3.4,18.7,22.3,1009.7,21.5
己魂,2016-10-09,16,14.2,18.1,13.3,6.8,3.6,8.1,10.9,1014.3,15.1
己魂,2016-10-10,18.2,13.9,20.8,9.8,6.2,3.3,12.1,14.2,1016.2,17.6
己魂,2016-10-11,18.3,16,20.3,8.4,5.3,3.1,12.6,14.7,1016.6,16.6
己魂,2016-10-12,18.7,16.1,21.9,9.3,5.8,2.6,12.1,14.1,1018.3,17.9
己魂,2016-10-13,19.4,17.7,21.7,7.1,4,2.2,14.4,16.5,1019.4,18.2
己魂,2016-10-14,20.3,17.7,23.2,8.2,5,3,15.7,17.8,1021.2,22.7
己魂,2016-10-15,21.1,19.4,22.9,10.1,5.8,4.2,15.4,17.5,1021,20
己魂,2016-10-16,21.5,18,23.3,9,5.6,2.5,19.6,23,1015.8,20.4
己魂,2016-10-17,20.8,18.2,25.1,8.3,4.8,2.5,17.2,19.6,1014.6,20.2
己魂,2016-10-18,20.2,16.9,23.5,7.2,4.5,2.2,17,19.3,1016.4,21.1
己魂,2016-10-19,20,17.7,23.1,6,3.6,1.7,16.8,19.2,1015.4,19.8
己魂,2016-10-20,20.1,15.7,22,9.3,5.7,1.8,16.5,18.8,1015.5,19.2
己魂,2016-10-21,20.1,19,22,11.6,6.9,5,17.2,19.6,1015.2,19
己魂,2016-10-22,19.4,18.7,20.2,10.9,6.4,4,17.9,20.6,1009.7,18.9
己魂,2016-10-23,19.5,18,22.5,14.1,8.1,5.9,14.9,16.9,1010.8,17.3
己魂,2016-10-24,19.4,17.9,20.8,11.8,6.2,3.8,14,16,1014.2,17.4
己魂,2016-10-25,19,15.5,22.5,11.1,6.8,3.2,15.5,17.8,1011.2,17.9
己魂,2016-10-26,16.5,14.2,21.6,8.3,4.4,2.6,13.2,15.2,1015.9,15.8
己魂,2016-10-27,19.9,14.8,22.6,11,6.3,4.2,15.4,17.6,1017.6,18
己魂,2016-10-28,18.5,16,25.2,11.8,6.8,2.5,16.2,18.9,1011.9,18.3
己魂,2016-10-29,13.9,11.4,16.1,13.9,7.2,4.1,7.1,10.1,1021,12.7
己魂,2016-10-30,12.9,11,16,11,5.7,3,4.4,8.5,1024.9,12.1
己魂,2016-10-31,14.5,12.3,17,8.9,4.7,2.7,9.2,11.7,1022.6,12.6
己魂,2016-11-01,9.8,7.2,12.6,13.7,7,3.7,2,7.1,1025.7,10.5
己魂,2016-11-02,9.6,5.4,12.9,12.8,5.7,2.9,2.5,7.4,1024.8,10.1
己魂,2016-11-03,11.9,7.3,17.1,9.4,5.4,2.8,6.5,9.7,1021,12
己魂,2016-11-04,14,8.8,19.3,9.9,4.6,3,7.9,10.6,1016,14.6
己魂,2016-11-05,16.7,11.8,22.7,8.8,5.7,2.9,11.2,13.3,1013.2,17.1
己魂,2016-11-06,17.5,11.5,22.9,12.7,7.3,3.6,13.1,15.2,1019.2,17.8
己魂,2016-11-07,18,14.1,20.9,10,6.1,3.5,11.1,13.2,1020.2,19.2
己魂,2016-11-08,11.5,8.5,16.5,12.7,5.4,3.5,6.9,10.2,1020,11.6
己魂,2016-11-09,9.9,6.6,13.4,12.1,7.1,3.3,1.5,7,1023.6,11.5
己魂,2016-11-10,12.6,10.2,15.9,13.2,8.7,3.5,9.2,11.8,1016.9,12
己魂,2016-11-11,13.3,8.8,17.9,9,5.1,3.2,6.9,9.9,1018.5,11.7
己魂,2016-11-12,15.4,7.6,20.6,8.2,5.4,2.6,9.7,12.2,1020.3,13.1
己魂,2016-11-13,18,14.7,21.7,5.9,3.7,1.9,15.3,17.5,1018.5,16.2
己魂,2016-11-14,18.7,16.1,24.3,12.3,7.4,2.8,17.5,20,1011.9,18.2
己魂,2016-11-15,12.9,9,16.8,13.4,8,4.4,6.8,10.2,1016.4,12.3
己魂,2016-11-16,12.6,8.1,17.7,9.5,5.4,2.7,6.5,9.7,1019.3,12.5
己魂,2016-11-17,15.9,9.9,19.3,7.5,4.8,2.3,9.8,12.1,1020,12.8
己魂,2016-11-18,19.6,17,21.5,13.6,8,3.4,15.7,18,1014.1,17.1
己魂,2016-11-19,18.4,16.6,22.8,9.8,5.8,2.2,15.6,17.7,1012.4,18
己魂,2016-11-20,16.8,14.6,19.6,8.1,4.8,2.4,14,16,1016.8,16.3
己魂,2016-11-21,17.8,15.5,19.5,9.9,5.8,2.9,15.6,17.7,1013.9,16.5
己魂,2016-11-22,10.7,7.1,15.9,14.5,7.4,4,6.3,9.8,1018,11.1
己魂,2016-11-23,7.4,6.5,9.3,14.6,7.5,4.2,-0.1,6.1,1021,7.3
己魂,2016-11-24,6.6,5.2,8.8,13,6.3,3.7,-1.2,5.6,1023.2,6
己魂,2016-11-25,7.3,5.4,10.8,9.9,6.1,2.7,0.4,6.3,1024.2,7.3
己魂,2016-11-26,10.2,5.5,14.4,9.2,5.7,2.3,7,10.2,1019.1,8.5
己魂,2016-11-27,10.2,9,11.8,10.7,5.4,2.7,4.5,8.5,1018.4,9.1
己魂,2016-11-28,8.5,6.1,11.2,13.6,7.6,3.1,1.8,7,1024.5,7.3
己魂,2016-11-29,8.6,4.6,12,9.9,5.4,2.8,1.1,6.7,1028.6,7.4
己魂,2016-11-30,13,9.5,17.6,9,5.3,2.9,8.7,11.3,1023.6,10.1
己魂,2016-12-01,10.8,6.9,13.7,11.6,6.8,3.6,3.4,8,1024.6,9.1
己魂,2016-12-02,8,5.3,11.4,11.1,5.2,3.2,0.6,6.4,1027.1,7.1
己魂,2016-12-03,10.2,6,16.8,8.8,5.1,2.4,4.3,8.4,1023,10.1
己魂,2016-12-04,10.9,6.4,14.4,10.9,4.2,2.1,6.5,9.7,1017,9.5
己魂,2016-12-05,12.1,6.1,18.4,9.9,6.1,2.8,6.3,9.6,1017,10.2
己魂,2016-12-06,7,4.1,10.7,14.8,6.3,3.8,0.1,6.2,1022.9,8.9
己魂,2016-12-07,8.4,4.2,14,9.7,5.7,3,2.4,7.3,1020.4,8.4
己魂,2016-12-08,9.8,2.8,16.1,7.8,5.1,2.1,4.3,8.3,1016.8,9.6
己魂,2016-12-09,9.1,5.4,13.2,14.4,7,3.7,2.5,7.5,1017.2,9.7
己魂,2016-12-10,7.1,4.8,11.2,12.7,7.3,4,-2.7,5,1021.8,7.6
己魂,2016-12-11,8.9,2.5,13.4,8.2,5.3,3,-0.5,6,1023.7,9
己魂,2016-12-12,13,8.7,17.2,6.2,3.5,1.4,7.6,10.6,1019.2,11
己魂,2016-12-13,12.1,8.5,14.8,11.6,5.7,3,8.2,11.1,1013.8,13.1
己魂,2016-12-14,6.1,4.3,8.5,18.4,11.8,5.8,-1.7,5.4,1016.5,6.7
己魂,2016-12-15,4.4,2.4,6.3,13.6,6.9,4.3,-2.2,5.2,1020.8,4
己魂,2016-12-16,4.2,2,6.5,13.3,6.8,3.8,-3.5,4.7,1025.2,4.8
己魂,2016-12-17,6.9,1.5,13.2,9.1,5.7,3,1.4,6.8,1028,8.8
己魂,2016-12-18,11.2,1.2,17.1,8,4,1.9,6.8,10,1026.1,10.1
己魂,2016-12-19,14.9,12.2,16.5,8.2,4.7,1.9,13.3,15.3,1021.1,14
己魂,2016-12-20,13.5,10.7,17.4,9.5,5.4,2.4,11,13.2,1022.4,12
己魂,2016-12-21,19,17.3,20.1,14.6,9.3,5.8,17,19.4,1018,16.9
己魂,2016-12-22,11.2,8,19.7,16.7,10.3,5.9,7,10.5,1012.2,11.6
己魂,2016-12-23,6.7,5.2,8.5,16.5,8.9,5,0.2,6.2,1019.3,5.7
己魂,2016-12-24,6.4,4.2,8.6,9,4.7,2.5,0.1,6.2,1025.6,6.3
己魂,2016-12-25,10,5.3,13.6,7.1,4.3,2,6.3,9.7,1025,8.9
己魂,2016-12-26,12.3,8,16.6,12.1,8.2,2.6,11.3,13.6,1015.1,11.9
己魂,2016-12-27,5.2,2.4,8,14.2,7.3,4.3,-1.6,5.6,1020.7,4.6
己魂,2016-12-28,4.4,2.1,7.8,10.3,6.2,3.5,-2.5,5.1,1025.5,4.3
己魂,2016-12-29,4.3,2.2,7.4,12.5,6.8,3.7,-1.6,5.5,1027,3
己魂,2016-12-30,3.9,0.3,8.2,9.2,5.7,2.8,-3.1,4.9,1029,2.8
己魂,2016-12-31,5.8,3,10,8.6,4,2.5,-0.3,6,1027.8,6.2
己魂,2017-01-01,9.4,5.2,14.6,5.7,3.4,1.9,3.7,8,1025.5,8.3
己魂,2017-01-02,10.6,7.3,14.6,8.2,4.4,2.1,7.1,10.1,1020.6,10.2
己魂,2017-01-03,8.7,4.5,12.8,10.4,6,3.2,1.1,6.8,1021.4,7.9
己魂,2017-01-04,8.8,5.5,12.3,10,5.3,2.8,3.2,7.7,1020.7,7.9
己魂,2017-01-05,11.4,6.7,14.8,12.1,7.3,3.5,6.9,10,1020.8,9
己魂,2017-01-06,11.9,11.1,13.8,13.6,7.8,4.8,5.4,9,1021.8,10.4
己魂,2017-01-07,12.6,11.3,14.4,9.5,6,3.5,8.5,11.2,1015.8,10.7
己魂,2017-01-08,10.8,8.8,13.2,10.4,6.9,4,7.3,10.3,1010.4,10.7
己魂,2017-01-09,7.2,4.6,9.2,14.2,7.5,4.2,1.4,6.8,1015.7,6.9
己魂,2017-01-10,5.7,4.2,7.6,16.4,9.2,4.7,-1.4,5.5,1019.9,4.7
己魂,2017-01-11,3.3,1.6,4.9,11.3,7.3,3.4,-3.7,4.7,1022.9,3.5
己魂,2017-01-12,5.9,1.9,10.6,10.1,5.5,3.1,-0.8,5.8,1017.3,4.2
己魂,2017-01-13,4.9,-0.3,9.2,15.9,8.6,3.5,-2.8,5,1015.2,3.3
己魂,2017-01-14,2.2,-0.1,4.1,13.9,6.9,3.9,-4.9,4.3,1021.1,1.6
己魂,2017-01-15,1.6,-0.7,4.7,13.1,5.8,3.5,-5.6,4,1024.4,2.9
己魂,2017-01-16,2.9,0.4,5.8,10.3,5.2,3,-4.5,4.4,1025.4,4.1
己魂,2017-01-17,5.4,0.3,11.4,7.5,4.3,2.7,-1.1,5.7,1027.3,5.7
己魂,2017-01-18,5.7,4.5,8,10.2,4.8,3,-0.3,6,1025.5,5.1
己魂,2017-01-19,5.8,4.1,10,12.5,7.9,3.6,-0.6,5.9,1020.3,5.6
己魂,2017-01-20,2.3,-0.3,7.6,21.5,12.4,6.5,-3,5,1021.3,2.3
己魂,2017-01-21,3.7,0,7.2,10.2,6.3,3.5,-3.3,4.8,1025.1,2.4
己魂,2017-01-22,2.6,0.9,5.2,11.9,6.5,3.9,-4,4.6,1024.8,1.7
己魂,2017-01-23,1.4,-0.4,3.5,12.1,6.2,3.8,-5.2,4.2,1028.1,2
己魂,2017-01-24,2.5,0.3,5.4,11.9,5.7,2.9,-5,4.2,1030.8,3.4
己魂,2017-01-25,2.5,-0.6,6.5,10.6,5.4,3.3,-3.8,4.6,1030.2,3.9
己魂,2017-01-26,5.4,-0.7,11.2,8,5.2,2.6,-0.5,5.9,1026.2,5.3
己魂,2017-01-27,5.6,1.8,10.2,12.3,6.8,3.8,-0.9,5.9,1024.2,7.4
己魂,2017-01-28,7.1,1,12.8,9.7,6.1,2.3,0.4,6.4,1022.6,9.1
己魂,2017-01-29,13.2,7,16.4,6.2,3.9,1.6,11.8,14,1014,12.3
己魂,2017-01-30,3.1,0.1,11.9,21.5,8.6,4.9,-2.7,5.2,1021.5,4.4
己魂,2017-01-31,2.7,-1.2,5.9,12.1,6.8,3.7,-3.3,4.8,1024.2,3.5
己魂,2017-02-01,3.3,1.2,7.3,14.5,7.5,4.5,-4,4.5,1024.9,3
己魂,2017-02-02,3.9,1.1,7.5,13.3,7.6,4.6,-4.3,4.4,1026.5,3.7
己魂,2017-02-03,7,2.7,11.6,10.1,6.3,3,-3.4,4.8,1023.5,4.3
己魂,2017-02-04,10,6.8,12.9,9.6,6.6,1.7,6.1,9.8,1016.9,8
己魂,2017-02-05,8.6,6.4,12.2,13.1,7.8,4,4.3,8.5,1012.4,7.9
己魂,2017-02-06,4.5,2.6,6.7,14.8,8,4.5,-2.7,5,1019.3,3.3
己魂,2017-02-07,5.2,2.5,9.7,10.9,6.4,3.2,-2.7,5,1020.9,5.2
己魂,2017-02-08,4.7,2.1,7.5,12.2,7.1,3.7,-0.5,5.9,1016,3.4
己魂,2017-02-09,1.6,-0.9,3.7,15.9,8.4,4.9,-4,4.6,1014.1,1.9
己魂,2017-02-10,0.1,-1.7,2.6,13.1,8.6,4.1,-3.7,4.7,1016.9,0.6
己魂,2017-02-11,1.7,-1.3,3.4,14.1,8.1,3.7,-3.8,4.6,1022.8,1.1
己魂,2017-02-12,2.9,-1.4,7.6,11.2,6.9,2.9,-4,4.6,1026.7,2.6
己魂,2017-02-13,5.9,-3.8,11.5,9,5.4,2.9,-4.8,4.4,1028.9,3.7
己魂,2017-02-14,6.1,3.7,9.1,11.2,7.1,3.2,-1.7,5.5,1030,5.4
己魂,2017-02-15,7.7,2.3,14.6,8.8,4.8,2.5,1.3,6.8,1027.5,8.8
己魂,2017-02-16,12.6,5.7,17.3,13,8.5,4.7,7.9,10.9,1019.5,9.6
己魂,2017-02-17,9.1,3.4,15.1,17.1,9.5,5.8,2.6,8.2,1018,9
己魂,2017-02-18,3.5,-0.3,7.1,14.3,8.2,4.4,-4.8,4.3,1023.4,3.4
己魂,2017-02-19,8.6,-2.5,14.3,16,10.7,5.3,1.5,7.3,1016.4,5.7
己魂,2017-02-20,7.4,1.3,15.6,17.3,8.3,5,2.2,8,1013.9,8.9
己魂,2017-02-21,7.1,1,11.6,11.4,5.9,3.8,0.6,6.5,1025.3,7.4
己魂,2017-02-22,11.9,6.3,15.8,14.4,9.3,4.3,9.4,12.1,1011.9,10.7
己魂,2017-02-23,4.4,1.7,6.4,17.2,9,5.7,-2.4,5.1,1016.2,4.8
己魂,2017-02-24,3.8,1.3,7.1,12.8,6.8,3.9,-4.8,4.3,1022,3.8
己魂,2017-02-25,6,-1.1,10.9,10.3,6.7,3,-1.7,5.4,1021.4,5.7
己魂,2017-02-26,6.9,2.9,12.2,7.2,3.9,2.6,-2,5.3,1022,6.8
己魂,2017-02-27,6.5,2.2,10.7,9.8,6.2,2.8,0,6.2,1023.5,4.4
己魂,2017-02-28,7.7,3,13.3,7.7,5,3,-2.7,5,1022.4,10.8
己魂,2017-03-01,10,4.3,15.6,15.7,9.6,3.3,2.1,7.2,1014,10.2
己魂,2017-03-02,5.1,3.2,7.6,19.7,12.8,7.5,-2.6,5.1,1013.9,6.7
己魂,2017-03-03,7.1,1.6,12.6,10.4,4.7,2.3,-1.3,5.6,1018,12.1
己魂,2017-03-04,9.5,4.8,14.9,6.9,4.9,2.2,3.7,8,1016.3,14.5
己魂,2017-03-05,10.1,6.6,14.8,10.1,6.5,2.6,4.9,8.7,1013.4,13.4
己魂,2017-03-06,5.6,3.1,8.3,16.6,8.8,4.8,-4.1,4.7,1013.6,9.6
己魂,2017-03-07,3.7,-1.4,7.4,13.8,7.5,3.4,-3.5,4.8,1015.5,6.9
己魂,2017-03-08,4.9,2.3,7.6,12.5,7.7,4.1,-3.9,4.6,1015.5,5.5
己魂,2017-03-09,8.3,3.4,13.6,12.1,7,4,-5.1,4.3,1014.6,10.4
己魂,2017-03-10,8.2,0.5,15.5,9.6,5.4,2.6,-5.1,4.3,1017.6,10.7
己魂,2017-03-11,9.4,1.3,16,7.9,5,2.6,-3.6,4.7,1020.6,14.8
己魂,2017-03-12,11.6,4.6,16.7,5.9,3.9,2,2.8,7.6,1018.4,17.1
己魂,2017-03-13,9.5,7.2,12.2,9.8,6,2.6,3.4,7.9,1014.2,9.6
己魂,2017-03-14,8.1,5.2,11.7,16,9.7,5.1,-0.8,5.9,1015.8,11.6
己魂,2017-03-15,7.2,3.9,12.2,9.9,5.4,3,-2.9,5,1020.5,12.2
己魂,2017-03-16,8.3,3.4,13.3,7,4.1,2.6,2.1,7.2,1019.2,12.1
己魂,2017-03-17,8.9,4.3,14.2,9.4,5.3,3.2,-0.4,6,1020.8,14.6
己魂,2017-03-18,9.8,4.5,14.1,5.4,3.3,2.1,3.6,7.9,1021.5,9.7
己魂,2017-03-19,12.8,6.8,16.5,8.5,5.2,3.1,4.1,8.2,1021.9,17.2
己魂,2017-03-20,12.1,9.9,14.3,11.1,6.3,4.5,9,11.5,1014,11.2
己魂,2017-03-21,8.7,5.8,11.8,16.5,10.5,5.4,2,7.2,1014.9,9.2
己魂,2017-03-22,9.1,4.9,13.4,11.8,7.2,2.5,2.9,7.6,1018.3,10.4
己魂,2017-03-23,10,7.5,13.2,10,5.8,3,2.9,7.7,1017.5,9.8
己魂,2017-03-24,11.4,7.6,15.3,9,5.7,3.1,5.1,9.1,1017.6,10.4
己魂,2017-03-25,9.3,6.4,12.7,7.9,4.6,2.2,6.6,9.8,1016.4,9
己魂,2017-03-26,7.9,4.7,10.6,10.5,6.6,2.9,3.2,7.7,1016.8,7.4
己魂,2017-03-27,8.7,3.6,12.2,12.4,7.5,3.5,1.7,6.9,1020.1,8.2
己魂,2017-03-28,10.7,3.8,15.4,7.2,4.6,2.6,2.1,7.3,1021.3,11.6
己魂,2017-03-29,13.5,8.8,17.8,8.9,6.3,2.6,10.6,12.9,1017.6,16.2
己魂,2017-03-30,12.4,9.1,16.4,8.6,5.2,2.6,6.4,9.6,1018,14.5
己魂,2017-03-31,9.6,7.7,12,10,6.4,3,6.9,10,1015.2,10.3
己魂,2017-04-01,9.8,6.8,13.4,12.5,8.3,4.9,4.1,8.2,1013.8,10.5
己魂,2017-04-02,10.8,6.4,15.8,9.8,5.4,3.3,-1,5.8,1017.4,11.2
己魂,2017-04-03,13.2,7.8,18.6,9.5,5.8,2.7,-1.1,5.7,1021.9,13.4
己魂,2017-04-04,13.7,6.2,18.8,8.4,5.9,2.8,6.4,9.9,1022.1,15
己魂,2017-04-05,16.3,15,18.1,13.3,9.1,4.9,14.2,16.3,1015.7,14.9
己魂,2017-04-06,15.8,14.6,17.1,14.8,9.8,3.9,15.2,17.3,1010.8,15.7
己魂,2017-04-07,15.3,11.4,18.3,7.1,4.8,2,13.1,15.1,1010.9,16.9
己魂,2017-04-08,15.7,12.7,22.3,7.3,4.8,2.1,13.3,15.4,1009.3,18.6
己魂,2017-04-09,15.7,13.5,20.4,11.6,6.6,4,10.7,12.9,1010.5,14.6
己魂,2017-04-10,13.4,12.1,14.5,13.6,7.8,5.9,10.5,12.7,1006.8,13.1
己魂,2017-04-11,12.6,10.3,16.4,14.5,9.9,5.5,6.8,10,1004.8,13.4
己魂,2017-04-12,13.7,10,18.3,15.6,8,5.2,-3.5,4.9,1012.9,12.9
己魂,2017-04-13,14.9,10.1,20.7,7.8,5.1,2.7,3.5,8.2,1017.4,15.8
己魂,2017-04-14,17.2,11.1,21.4,14.1,10.2,6.1,8.6,11.9,1013.2,16.9
己魂,2017-04-15,17.7,13.4,22.7,12.2,7.8,2.8,15.1,17.2,1013,20.1
己魂,2017-04-16,16.1,13.5,19.3,4.8,3.2,1.2,15.3,17.4,1012.1,18.9
己魂,2017-04-17,16.9,13.6,18.3,15.4,10.9,4.6,15,17.3,999.5,17
己魂,2017-04-18,15.8,10.5,20.7,15.1,10.3,5,10.1,12.7,1000.8,16
己魂,2017-04-19,14.2,9.6,19.6,9.7,6.1,3.3,2,7.2,1010.1,15.1
己魂,2017-04-20,14.7,10.1,18.2,6.5,4,1.7,9.9,12.4,1009.2,14.4
己魂,2017-04-21,14.1,11.6,17.1,9,5.4,2.2,10.4,12.7,1008.1,15.3
己魂,2017-04-22,14.4,9.7,18.6,9.1,5.7,3.2,7.9,10.9,1010.8,17.4
己魂,2017-04-23,13.6,6.6,19.1,4.9,3.5,1.9,8.6,11.4,1016,18
己魂,2017-04-24,16.2,9.4,20.5,6,4.1,2,11.2,13.5,1017.6,18.9
己魂,2017-04-25,18.4,16.6,21.8,6.1,4.4,2.3,15.4,17.5,1016.6,20.6
己魂,2017-04-26,15.3,12.5,18.5,11.4,6.9,2.7,11.3,13.9,1012.7,16.6
己魂,2017-04-27,12.9,6.4,17.5,12.9,7.4,4,1.6,6.9,1011.5,14.1
己魂,2017-04-28,17.4,5.5,22.2,8.8,5.3,2.5,4.6,9.2,1007.7,17.5
己魂,2017-04-29,19.3,13.5,25.8,8.7,5.5,3.3,7.9,10.8,1007.4,20.3
己魂,2017-04-30,19.3,10,28.1,14.1,8.7,4.2,8.5,11.2,1009.4,20
己魂,2017-05-01,17.5,13.7,22.6,8.4,5.7,2.4,13.5,15.5,1014.5,21.4
己魂,2017-05-02,16.6,13.8,18.9,7.7,5.1,2.8,13.4,15.4,1019.1,19.3
己魂,2017-05-03,17.5,13.8,21.8,8.2,5.4,2.1,15.1,17.2,1018.7,22.6
己魂,2017-05-04,18.1,14,22.4,6.9,4.8,1.9,15.7,17.9,1014,21
己魂,2017-05-05,18.1,16.2,20.7,7.8,4.9,2.1,17.5,20,1011.5,19.2
己魂,2017-05-06,18.1,14.1,22.8,13.9,8.2,4.4,0.8,7.1,1014.5,17.2
己魂,2017-05-07,18.4,13.6,23.5,8.2,4.9,2.5,5.3,9.7,1014.7,20.1
己魂,2017-05-08,16.3,10.4,22.1,7.7,4.6,1.6,9.9,12.2,1013.2,17.3
己魂,2017-05-09,15.1,12.9,17.9,11.7,7.8,3,13.6,15.6,1007.6,15.9
己魂,2017-05-10,16,13.4,21,11.7,6.8,3,12.8,14.8,1010.2,18.8
己魂,2017-05-11,21.5,14.6,27.7,13.2,8.8,4.9,16.2,18.5,1011.3,20.5
己魂,2017-05-12,17.6,15.5,21.2,9.5,5.6,2.9,16.6,18.9,1007.4,18.9
己魂,2017-05-13,18.3,14.6,24.3,8,5.8,2.4,14.8,16.9,1006.5,20.6
己魂,2017-05-14,18.6,12.8,24.4,9,5.6,2.8,4.6,8.8,1010.3,18.3
己魂,2017-05-15,16.9,11.9,22.3,8.6,4.8,2.5,2.9,7.6,1012.6,16.9
己魂,2017-05-16,17.3,10,23,9.7,5.9,2.5,6.9,10.1,1009.5,18.4
己魂,2017-05-17,18.6,10.6,24.1,9.9,5.7,2.4,7.3,10.2,1009.7,20.6
己魂,2017-05-18,18.8,11.8,25,8.4,5.4,2.5,10,12.5,1014.2,22.1
己魂,2017-05-19,18.5,10.9,25.7,9.1,6.7,2.2,10.3,12.7,1015.3,22.2
己魂,2017-05-20,18.4,12.6,24.4,7.2,5.1,2,13.9,16.2,1014.3,21.9
己魂,2017-05-21,19.5,15.6,24.1,4.7,3.1,1.3,16.4,18.7,1013.3,23.4
己魂,2017-05-22,19.6,14.3,24.3,4.7,3.4,1.8,16.6,19,1012.2,24.6
己魂,2017-05-23,20.1,16.1,25.1,6.4,4.7,1.7,18,20.7,1008.9,23.4
己魂,2017-05-24,19.9,17.1,22.8,5.5,3.4,1.3,18.3,21.1,1005.9,22.2
己魂,2017-05-25,21.2,16,27.3,13.3,8.8,3.3,11.8,14.2,1004.7,21.2
己魂,2017-05-26,17,13,21.4,16.2,10,5.5,6.2,9.5,1007.1,19
己魂,2017-05-27,17.5,9.6,24.2,8.5,5,2.8,7.3,10.5,1011,21.3
己魂,2017-05-28,18.4,12.4,24.4,9.2,6.5,3.2,10.4,12.7,1012.2,22.2
己魂,2017-05-29,20.5,13.7,26.4,6.5,4.2,1.7,12.8,15,1011.6,24.4
己魂,2017-05-30,20.5,14.8,26.6,7.7,4.9,1.8,14.5,16.8,1008.4,24.2
己魂,2017-05-31,21.7,18.7,24.3,9.3,5.9,3.7,19.7,22.9,1001.9,24
己魂,2017-06-01,21,18.7,24.2,10.7,6.7,2.7,17.4,20.3,998.7,24.4
己魂,2017-06-02,21.7,13.8,28,8.8,5.4,2.7,4,8.3,1002.5,23.7
己魂,2017-06-03,21,14.3,27.2,8.3,4.9,2.8,7.8,10.7,1006.2,24
己魂,2017-06-04,19.6,15.5,24.7,10.7,6.2,3.2,10.4,12.6,1008.9,25
己魂,2017-06-05,21.3,15.4,25,6.9,4.3,2.2,13.6,15.8,1012.8,25.6
己魂,2017-06-06,20.1,18.3,21,14.1,8.9,5,17.7,20.4,1010.2,21.1
己魂,2017-06-07,20.3,17.1,24.9,14.4,9.3,3.5,16.5,18.9,1005.9,21
