瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),弥历 秦搁扁拘(hPa),乞闭 秦搁扁拘(hPa),老 弥缴脚利汲(cm),乞闭 傈款樊(1/10),乞闭 瘤搁柯档(∑C)
188,己魂,2021-02-12,11.1,8.5,13.3,0,6.2,4.1,1.6,2,34,54.9,7.1,1021.4,1023.2,1023.9,0,7.3,9.9
188,己魂,2021-02-13,12.6,8.9,16.7,0,5.1,3.3,1.8,4,34,57,8.1,1020.5,1020.8,1023,0,5.4,11.4
188,己魂,2021-02-14,13.8,9.3,19.3,11.5,6,3.4,1.8,9.8,57,78.1,12.2,1012,1010.6,1014.5,0,8.8,13.6
188,己魂,2021-02-15,7.1,2.7,11.8,0,11.7,6.9,4.3,0.4,46,63.3,6.7,1010.8,1009.2,1013.3,0,7.3,7.8
188,己魂,2021-02-16,5.5,1.2,10.9,0.1,10.7,6.6,3.4,-5.2,23,47.4,4.2,1015,1015.5,1017.6,0,6.1,5.6
188,己魂,2021-02-17,0.5,-2.7,2.8,3.4,11.8,7.8,4.8,-8.5,37,51.9,3.2,1017.9,1018.5,1020.5,0,8.5,2.1
188,己魂,2021-02-18,1.1,-2.4,2.8,3.9,11.3,6.5,4.6,-5.6,49,60.8,4,1020.4,1021.5,1023,0,8.5,1.1
188,己魂,2021-02-19,7.5,-0.4,12.6,0,7.8,5,3.2,-1,41,55.1,5.8,1018.4,1017.5,1020.9,0,0.6,5.4
188,己魂,2021-02-20,14.1,8.9,19.9,0,8.1,5.9,3.7,4.5,33,53.4,8.5,1012.3,1012.6,1014.8,0,0.1,10.4
188,己魂,2021-02-21,15.9,11.5,20.3,0,8.8,6.2,4.2,6.4,37,55,9.8,1012.7,1014.4,1015.1,0,0.3,12.3
188,己魂,2021-02-22,14.2,7.8,22.3,0,10.9,7.3,4.2,5.9,36,58.8,9.8,1013,1012,1015.5,0,1.8,13.9
188,己魂,2021-02-23,7.4,4.1,12.3,0,9.4,5.8,3.8,-5.5,13,42.5,4.2,1020.5,1021.5,1023,0,6.3,6.7
188,己魂,2021-02-24,9.7,4,14.1,0,7.5,4.6,2.6,1.7,39,58.4,7,1020.9,1022.1,1023.4,0,2.9,8.3
188,己魂,2021-02-25,12.1,8.4,14.7,17.1,9.4,5.6,3.8,6,54,67,9.4,1017.5,1017.6,1019.9,0,8.6,10.6
188,己魂,2021-02-26,11.6,9.7,13.6,8.4,11.7,7.1,5.6,5.4,50,66.9,9,1016,1016,1018.5,0,9.4,9.9
188,己魂,2021-02-27,11.5,10.8,12.2,0,13.1,6.8,5.6,3.8,50,59.4,8,1022.6,1021.5,1025.1,0,9.3,9.3
188,己魂,2021-02-28,13.9,11.7,15.3,0.4,8.8,5.8,3.4,9,62,73,11.6,1021.6,1021.4,1024,0,5.6,12.1
188,己魂,2021-03-01,14.2,7.6,17,21,11.9,7.3,4,11.6,79,84.9,14,1012.5,1010.1,1014.9,0,9.3,14
188,己魂,2021-03-02,6.5,4.2,8.7,0.1,11.2,6.3,3.9,0.2,46,64.8,6.2,1020.7,1013.8,1023.2,0,4.9,7.5
188,己魂,2021-03-03,9.1,4.2,11.9,0,6.8,4.6,2.5,0.6,41,56,6.4,1026.1,1027,1028.6,0,7.9,8.5
188,己魂,2021-03-04,11.8,10,13.9,73.8,9,5.6,3,8.1,55,79.3,10.9,1018.7,1017.6,1021.2,0,9.3,10.9
188,己魂,2021-03-05,12.8,10,17.6,0,7.8,5,2.1,6.6,43,67.4,9.8,1016.7,1016.6,1019.2,0,6.8,13.4
188,己魂,2021-03-06,11.9,9.4,15.1,0,10.1,5.6,3.5,4.2,37,59.6,8.3,1021.9,1020.3,1024.4,0,8.1,11.2
188,己魂,2021-03-07,9.6,7.1,11.1,0,9.3,5.2,3.5,3.1,56,64.4,7.7,1024.6,1025.8,1027.1,0,8.8,9.1
188,己魂,2021-03-08,10.2,7.4,13.1,0,6.9,4.3,2.1,2.8,46,60.9,7.5,1023.7,1025,1026.2,0,7.3,11.4
188,己魂,2021-03-09,10.1,7.6,14.4,0,9.1,5.8,2.3,1.1,41,54,6.7,1022.4,1023.2,1024.9,0,7,10.7
188,己魂,2021-03-10,12,7.9,15.5,0,10.5,6.2,3.8,2.6,37,53.3,7.6,1024.6,1024.4,1027.1,0,2.4,10.5
188,己魂,2021-03-11,14.2,10.4,17.1,24,8.1,5.8,2.7,8.8,54,70.8,11.4,1022.3,1020,1024.7,0,9.1,13.7
188,己魂,2021-03-12,11.4,9.5,14.1,11.9,9.7,6.1,3.2,8.2,72,81.1,11,1014.9,1014.9,1017.4,0,8.8,12.3
188,己魂,2021-03-13,11.4,8.8,15.1,0,6.5,4.3,2.3,4,47,61.4,8.2,1018.9,1020.2,1021.4,0,5.1,11.1
188,己魂,2021-03-14,11.1,6.1,16.3,0,7.8,4.2,2.6,-0.3,29,46.8,6,1018.1,1019.5,1020.5,0,0,11.1
188,己魂,2021-03-15,13.6,4.9,17.9,0.4,7.5,5.1,2.5,5.4,37,59,9.3,1015.1,1014.4,1017.6,0,7.6,13.2
188,己魂,2021-03-16,13.7,8.5,18.2,8.2,8.8,5.9,3.7,2.3,8,51.5,8.4,1012,1012.4,1014.5,0,4.5,13.9
188,己魂,2021-03-17,11.6,6.8,16.3,0,9.4,6.4,3.4,1.2,16,50.8,7.1,1015.5,1015.6,1018,0,3.6,11.3
188,己魂,2021-03-18,13.9,10,16.9,0,7.5,4.5,2.9,5.9,45,59.3,9.3,1016.4,1017.1,1018.8,0,7.8,14.1
188,己魂,2021-03-19,14.1,13,15.3,8.7,8.7,4.5,3.4,7.4,52,64.9,10.4,1015.1,1015.9,1017.5,0,9.5,14
188,己魂,2021-03-20,13.3,10.1,17.2,27.9,10.5,5.8,2.9,9.4,67,77.5,12,1008.6,1007.7,1011,0,6.839,14.1
188,己魂,2021-03-21,8.5,6.3,12.1,0,14.2,8.2,5.5,-2.9,21,46.6,5.2,1014.1,1011.7,1016.6,0,7.4,10.1
188,己魂,2021-03-22,7.8,4,11.6,0,10.2,6.7,3.6,-6.2,15,38.1,3.9,1021.2,1021.5,1023.7,0,3,9.7
188,己魂,2021-03-23,11.2,2.8,17.9,0,6.8,5,2.2,-3.5,12,38.9,4.9,1021.5,1022.1,1023.9,0,0.3,12.2
188,己魂,2021-03-24,13.6,8.4,18.2,0,6.3,4.2,2.4,4.6,43,55.5,8.6,1018.5,1018.8,1020.9,0,7.6,13.7
188,己魂,2021-03-25,14.1,8.1,19.9,0,6.8,4,2.1,1.1,6,48,7.2,1018.9,1019.4,1021.3,0,1.3,16.5
188,己魂,2021-03-26,15.1,8.3,19.7,0,5.4,4.1,2,2.3,23,44.3,7.7,1018.6,1019.5,1021,0,1.4,17.8
188,己魂,2021-03-27,16.4,10.7,18.6,38.1,10.4,6.6,3.5,12.4,53,78.3,14.6,1009,1006,1011.4,0,9.1,16.2
188,己魂,2021-03-28,14.7,10.4,19.5,0,9.7,6.4,3.2,7.5,36,64.9,10.5,1004.8,1005.3,1007.2,0,3.4,17
188,己魂,2021-03-29,13.9,9.6,18.7,0,5.5,3.4,1.6,2.7,8,51.6,7.9,1007.3,1008.4,1009.7,0,3.3,16
188,己魂,2021-03-30,13.6,9.3,19.7,0,12.4,4.3,2.5,-5.5,3,30,4.4,1009.1,1009.2,1011.5,0,4.1,14.4
188,己魂,2021-03-31,15.1,8.5,18.7,0,6.1,4.1,2.2,4.8,29,51.4,8.9,1011.4,1012.6,1013.8,0,8.6,14.9
188,己魂,2021-04-01,15.5,14,17.9,8.3,9.2,5.3,3.9,8,49,61.9,10.8,1013.6,1013.9,1016,0,9.8,14.7
188,己魂,2021-04-02,16.4,14.4,17.8,2.3,8.7,4.9,3.5,11.4,63,72.6,13.5,1014.9,1016.4,1017.3,0,8.9,16.2
188,己魂,2021-04-03,16.8,14.6,18.3,9.7,7.7,5.3,2.8,13.6,76,81.6,15.6,1010.1,1010,1012.5,0,9.1,17.7
188,己魂,2021-04-04,12.1,11.2,14.9,13.5,12.5,8.7,4.4,7.6,59,75.1,10.5,1011.6,1009.9,1014,0,9.3,15.1
188,己魂,2021-04-05,11.9,9.9,13.9,2.1,8.9,5.1,2.8,1.6,28,52,7.1,1018.5,1018.6,1021,0,4.7,15
188,己魂,2021-04-06,14.1,10.2,19,0,9.7,5.8,2.8,-2.2,10,36,5.5,1018,1019.2,1020.4,0,3.9,15.8
188,己魂,2021-04-07,15.6,11.7,20.1,0,9.6,5.5,3,-7.5,5,21.5,3.6,1017.4,1018.2,1019.8,0,5,15.6
188,己魂,2021-04-08,14.5,10.2,19.6,0,9.8,6.6,3.8,-10.4,2,18.9,3,1016,1017.2,1018.4,0,4.6,15.3
188,己魂,2021-04-09,13.8,9.8,17.7,0,8.5,5.4,3.5,1.8,28,44.4,7.1,1021.1,1019.1,1023.5,0,4.1,15.7
188,己魂,2021-04-10,14.3,12.6,16.9,0,8.5,5.1,3.8,2,32,43.9,7.1,1027.4,1027.7,1029.9,0,1.5,17.9
188,己魂,2021-04-11,16.2,10.2,19.1,0,6.8,4.9,3.4,2.5,27,40.6,7.4,1026.5,1026.4,1028.9,0,4.5,20.2
188,己魂,2021-04-12,16.1,14.8,17,53,11.3,7.4,4.8,11.8,48,76.1,13.9,1015.9,1012.5,1018.3,0,9.8,16.6
188,己魂,2021-04-13,12.1,7.9,16.1,0,13.4,8.9,5,7.1,17,72,10.2,1012.9,1011.4,1015.4,0,8.4,14.7
188,己魂,2021-04-14,10.3,7.4,14.1,0,9.8,5.5,3.8,0.5,25,52.8,6.4,1016.8,1017.3,1019.3,0,6.5,11
188,己魂,2021-04-15,12.8,8.6,18.2,0,7.1,4.4,2.2,3.5,30,55.1,7.9,1016.6,1017.2,1019.1,0,4.3,14.8
188,己魂,2021-04-16,15.5,10.2,19.9,0,4.2,3.1,1.5,9.5,51,68.6,11.9,1014.7,1016.1,1017.1,0,5.9,19.7
188,己魂,2021-04-17,13.6,9.1,19.1,0,12.1,7.9,3.8,4.2,15,56.1,8.6,1014.2,1015.1,1016.6,0,2.3,18.1
188,己魂,2021-04-18,12.4,9,15.7,0,11.4,7.2,4.3,0.3,30,43.9,6.3,1016.3,1017,1018.7,0,2.1,15.8
188,己魂,2021-04-19,14.5,10,20,0,8.6,5.8,3.3,-4.8,12,26.8,4.4,1016.6,1017.5,1019,0,0,20.4
188,己魂,2021-04-20,15.3,8,23.8,0,5.3,3.9,1.7,-1.9,12,35.5,5.7,1018.3,1019.2,1020.7,0,1.4,23
188,己魂,2021-04-21,16.1,8.9,20.8,0,4.4,3.2,1.6,9.8,51,67,12.4,1019.1,1020.4,1021.5,0,6.9,26
188,己魂,2021-04-22,18.5,14.4,22.5,0,5.8,4.4,1.9,15.4,62,83,17.5,1015.9,1016.4,1018.3,0,9.3,25.6
188,己魂,2021-04-23,18.2,16.2,21.7,0,8.7,5.3,3.1,14,58,77.1,16,1014.3,1014.7,1016.7,0,7.4,24.1
188,己魂,2021-04-24,16.9,15.1,19.5,0,6.8,4,2.5,14.2,69,85.3,16.2,1016.6,1018,1019,0,7.4,20.2
188,己魂,2021-04-25,16.7,12.8,22.3,0,8.7,5.4,2.6,9.1,24,64.8,11.8,1017,1017.4,1019.4,0,4.1,23.7
188,己魂,2021-04-26,16.1,14.3,19.4,0,8.5,5.1,3.5,6.9,36,55.4,10,1019,1020.2,1021.4,0,2.9,24.4
188,己魂,2021-04-27,16.1,10.6,20.7,0.6,4.9,3.6,1.8,11,52,73.3,13.3,1016.8,1017.2,1019.2,0,8.8,23.4
188,己魂,2021-04-28,17,14.4,21.5,0,5.2,3.8,1.7,12,52,73.1,14,1014.2,1013.4,1016.6,0,9,24.5
188,己魂,2021-04-29,17.5,13.9,23.2,0,9,6.3,2.8,10.9,21,67.4,13.2,1006,1005.5,1008.4,0,5.1,25.9
188,己魂,2021-04-30,16.8,10.9,23.1,5.2,10.8,6.5,3.3,6,12,55.6,9.8,1004.6,1004.4,1007,0,4.5,25.3
188,己魂,2021-05-01,12.8,10.3,16.1,14.4,12.1,8.1,4,6.8,37,68.6,10,1006.2,1001.6,1008.7,0,5.1,16.4
188,己魂,2021-05-02,12.9,8.7,16.2,0,10.3,6.1,3.4,4.9,43,59.5,8.7,1015.2,1013.1,1017.7,0,1.5,17.7
188,己魂,2021-05-03,15.3,7.3,19.5,0,7.4,4.9,3,8.6,49,65.8,11.3,1017,1017.3,1019.4,0,4.3,23.4
188,己魂,2021-05-04,18.3,16.1,19.4,55.4,11.8,8.1,4.1,15.9,74,86.5,18.1,1009.2,1006,1011.6,0,9.9,18.3
188,己魂,2021-05-05,16.9,11.7,23.1,1.6,11.9,7.5,3.9,2.4,13,44.3,7.9,1013.1,1007.2,1015.5,0,4,18.1
188,己魂,2021-05-06,16.8,8.8,22,0,5.3,3.9,2.2,4.9,23,48,9,1015.4,1014.7,1017.8,0,5,21
188,己魂,2021-05-07,19.1,13.1,25.9,0,8.8,5.7,3.3,11.4,40,61.9,13.8,1007.6,1007.2,1010,0,5.4,25.1
188,己魂,2021-05-08,17.4,11.2,23.1,0,8.8,5.9,3,9.5,24,63.1,12.3,1005.4,1004.9,1007.8,0,6.4,20.7
188,己魂,2021-05-09,18.4,13.7,23.7,0,6.9,3.9,2,3.4,12,44.5,8.5,1008.6,1007.7,1011,0,1.5,25.2
188,己魂,2021-05-10,19.4,16.1,22.2,0,6,3.8,2.4,13.8,18,75.6,17.2,1009,1010.5,1011.4,0,4.6,24.9
188,己魂,2021-05-11,18.3,17.5,20.1,0.9,7.8,4.9,3.3,16.6,80,90.1,18.9,1008.8,1010.4,1011.2,0,9.5,19.2
188,己魂,2021-05-12,17.6,16.6,18.3,0.1,9.5,5.5,4,15.6,82,88.9,17.8,1007.9,1009.3,1010.3,0,9.3,18.2
188,己魂,2021-05-13,19.5,17.3,22.3,0,7.4,4.8,2.7,16.1,69,81.3,18.3,1009.4,1010.7,1011.8,0,5.4,24.7
188,己魂,2021-05-14,19.7,18.1,21.6,0,4.7,3,2,18.6,84,93.5,21.4,1009.2,1010.5,1011.6,0,9.8,22.2
188,己魂,2021-05-15,22.5,19.4,27.6,10.3,9.8,6.5,3.6,20.3,66,88.6,23.9,1004.8,1005.2,1007.1,0,9,24.3
188,己魂,2021-05-16,21,19.9,22.2,4.7,8.5,5.7,3.8,20.3,92,96.3,23.8,1002.2,1002.1,1004.5,0,10,22.3
188,己魂,2021-05-17,18.3,15,21.7,4.8,9.2,6.1,2.1,15.4,70,84,17.6,1006,1004.9,1008.4,0,7.6,21.3
188,己魂,2021-05-18,17.6,14,22.3,0,6.8,4.7,1.9,12.2,43,72.3,14.3,1008.8,1009.9,1011.2,0,7.5,19.7
188,己魂,2021-05-19,19.3,14.9,26,0,6,3.7,1.7,15.8,46,81.9,18.1,1009.1,1010.3,1011.5,0,7.5,22.8
188,己魂,2021-05-20,18.2,16,21.5,35.9,8.9,5.9,2.5,17.1,75,94,19.6,1002.4,1001,1004.7,0,9.8,18.8
188,己魂,2021-05-21,18.2,13.9,22.7,0,10.4,6.5,3.4,11,48,63.6,13.1,1007.1,1005.5,1009.5,0,6.4,18.7
188,己魂,2021-05-22,18.9,13.9,25.3,0,6.6,4.8,2.2,13.3,46,71.3,15.4,1008.9,1010,1011.3,0,3.5,21.5
188,己魂,2021-05-23,19.4,13.1,23.1,0,6.3,4.5,2.2,13.9,56,71.3,16.1,1008.7,1009.8,1011.1,0,4.9,24.2
188,己魂,2021-05-24,19.9,15.2,25.2,1.6,8.3,5.4,2.6,12.5,39,65.4,14.8,1006.7,1007.8,1009.1,0,6.1,23.1
188,己魂,2021-05-25,19.8,14.8,27.6,0,11.1,7.2,3.1,12.2,28,65.4,14.6,1007.8,1007.9,1010.2,0,7,21.7
188,己魂,2021-05-26,17.8,13.9,21.2,20.1,8.3,5.7,2.5,13.5,52,77.1,15.6,1007.5,1005.1,1009.9,0,10,18.5
188,己魂,2021-05-27,19.1,15,25.4,3.9,7.7,5.2,2.1,14.8,44,79.6,17,1002.3,1001.6,1004.7,0,6.4,21
188,己魂,2021-05-28,19.5,13.2,25.2,0.4,11.8,8.1,3.7,14.9,47,76.5,17.4,1002.2,1000.4,1004.6,0,3,19.5
188,己魂,2021-05-29,19.2,15,24.3,0,7.6,5,2.8,11.4,43,61.9,13.6,1006,1006.9,1008.3,0,1.9,22.1
188,己魂,2021-05-30,18.8,12.1,23.6,0,5.2,3.9,2.2,13.3,41,71,15.8,1007.2,1008.5,1009.6,0,0.9,24.1
188,己魂,2021-05-31,19.5,13.2,23.7,0,5.2,3.7,1.6,16.9,65,85.3,19.5,1009.3,1009.8,1011.6,0,3,26
188,己魂,2021-06-01,20.8,17.1,24.1,0,5.2,3.7,1.5,18.5,71,87.4,21.3,1011.9,1012.5,1014.3,0,4.6,27.7
188,己魂,2021-06-02,21.7,19.9,24.1,0,5.6,3.9,1.9,19.2,75,86.5,22.3,1010.7,1011.2,1013.1,0,9.5,24.4
188,己魂,2021-06-03,21,18.6,24.6,25.8,10.6,6.2,3.1,20.4,75,96.9,24.1,1001,999.4,1003.4,0,8.9,23.3
188,己魂,2021-06-04,19.9,17.2,25.3,1,10.4,6.5,3,15.7,37,78.4,17.9,1002,1001.3,1004.3,0,9.1,23.7
188,己魂,2021-06-05,20.9,16.9,26.1,0,8.1,5.7,3.5,18.5,69,87.1,21.3,1002.7,1003.5,1005,0,6.9,23.2
188,己魂,2021-06-06,20.5,18,24.6,0,7.2,5.5,3.7,17.5,62,83.8,20.1,1006.7,1006,1009,0,4.4,24.5
188,己魂,2021-06-07,21.4,17.7,25.1,0,5.9,4.4,2.6,20,78,92.4,23.5,1012.4,1012.4,1014.8,0,2,26.8
188,己魂,2021-06-08,22.2,19.5,25.3,0.2,4.9,3.4,1.8,21.7,86,97.4,25.9,1013.1,1014.5,1015.4,0,6.6,25.7
188,己魂,2021-06-09,22.5,20.3,24.8,0,6.2,3.9,1.4,21.9,87,97.1,26.3,1012.8,1014.4,1015.2,0,5.8,24.8
188,己魂,2021-06-10,22.4,20,24.9,1,8.4,5.6,2.6,22,91,98.3,26.5,1010.2,1010.5,1012.5,0,8.3,24.1
188,己魂,2021-06-11,21.6,19.5,24,110.4,10,6.1,2.3,21.5,100,100,25.7,1007.5,1008.9,1009.9,0,7.9,22.9
188,己魂,2021-06-12,22.9,20.8,27.9,0,7,4.7,1.6,22.1,76,95.5,26.6,1009.2,1010.4,1011.5,0,5.5,26.4
188,己魂,2021-06-13,21.4,18.7,24.5,0,4.8,3.3,1.7,20.6,85,95.5,24.2,1007,1007.5,1009.4,0,5.8,25.7
188,己魂,2021-06-14,21.7,18.7,24.5,0,4.9,2.9,1.5,20.5,82,93.4,24.1,1004.3,1005.1,1006.7,0,7.3,25.7
188,己魂,2021-06-15,22.1,21.1,22.7,49.8,8.8,5.9,2.7,22,99,99.9,26.4,998.7,997.9,1001,0,9.3,22.7
188,己魂,2021-06-16,21.1,20.2,22.2,2.2,10.5,5.3,4.1,20.3,90,95.5,23.8,1000.1,997.6,1002.4,0,5.4,21.6
188,己魂,2021-06-17,21.2,20.5,21.9,0,8.4,4.7,2.9,20.4,90,95.6,24,1003.7,1005.2,1006.1,0,8.7,21.2
188,己魂,2021-06-18,21.8,21,23.8,0.1,5.1,3.1,1.3,21.4,90,97.8,25.4,1000.5,1001.4,1002.8,0,8.6,23.1
188,己魂,2021-06-19,22.9,19.3,28.6,0,6.4,4.7,1.9,18.9,50,79.6,22.2,999.6,1001.2,1001.9,0,4.4,25.3
188,己魂,2021-06-20,22.8,16.8,27.6,0,6,4.4,1.6,15.7,44,65,18.1,1000.9,1001.6,1003.2,0,3.8,26.3
188,己魂,2021-06-21,23.5,16.3,31.3,0,5.4,3.2,1.4,16.7,36,67.1,19.2,1002.6,1003.3,1004.9,0,3.6,27.7
188,己魂,2021-06-22,22.8,19.9,25.5,0,6.6,3.8,2.2,20.4,68,86.6,24,1006.9,1006.3,1009.2,0,5,27.5
188,己魂,2021-06-23,22.4,19.6,25.9,0,4.9,3.5,1.8,20.5,76,89.5,24.1,1008.8,1009.7,1011.1,0,5.1,25.7
188,己魂,2021-06-24,22.8,19,26,0,5.2,3.9,1.9,20.7,76,88.8,24.4,1009.5,1011.1,1011.8,0,5.6,26.6
188,己魂,2021-06-25,23.4,20.1,26.4,0,4.7,3.3,1.9,20.9,72,86.6,24.7,1009,1010.4,1011.4,0,8.1,28.4
188,己魂,2021-06-26,23.8,21.3,26.5,0.1,5.1,3.4,1.8,21.9,73,89.9,26.4,1007.6,1009,1009.9,0,9.4,26.1
188,己魂,2021-06-27,24.6,23.4,27.4,0,6.2,4,2.8,22.6,77,89.1,27.5,1004.5,1005.3,1006.8,0,7.1,29.1
188,己魂,2021-06-28,24.1,21.8,26.8,0,6.7,4.4,2.7,22.2,78,90,26.8,1002.3,1003.4,1004.6,0,5,27.6
188,己魂,2021-06-29,23.9,21.2,27.4,0,5.8,4,2,21.7,73,88.1,26,1003.8,1004.9,1006.1,0,5,28.8
188,己魂,2021-06-30,23.7,21,27,0,5.5,4.3,2.2,21.9,78,90.4,26.3,1004.5,1005.8,1006.8,0,6.1,27.6
188,己魂,2021-07-01,24.2,22,27,0,7,4.1,2,22.8,82,92.6,27.7,1004.2,1005.3,1006.5,0,5.5,28
188,己魂,2021-07-02,23.9,22.3,24.9,0,6.6,4.2,2.4,23.3,91,96.6,28.5,1006.2,1006.9,1008.5,0,8.3,24.9
188,己魂,2021-07-03,25.2,23.2,26.4,60.7,11,7.7,4.3,25,93,99.5,31.7,1004,1004.7,1006.3,0,10,24.8
188,己魂,2021-07-04,23.7,22.1,26.2,58.9,10.4,6.7,2.3,23.6,99,100,29.1,1006.4,1004.8,1008.7,0,9.9,24.7
188,己魂,2021-07-05,25.7,23.4,28,6.2,8.4,5.5,3.9,25.6,94,100,32.8,1008.1,1008.9,1010.4,0,9.3,25.9
188,己魂,2021-07-06,26.5,25.4,28.1,0,11.5,7.5,4.6,26,91,97.5,33.7,1007.1,1008.3,1009.4,0,8.3,26.5
188,己魂,2021-07-07,26.3,25.4,27.6,2.4,8.2,5.4,4,26.2,98,99.9,33.9,1006.5,1006.7,1008.8,0,9,26.4
188,己魂,2021-07-08,25.9,24.6,29.1,1.1,7.9,4.9,2.7,25.4,86,97.9,32.5,1004.6,1005.8,1006.9,0,9.1,26.7
188,己魂,2021-07-09,25.8,24.5,30.5,0,6.9,4.7,1.9,24.5,78,93.3,30.8,1004.8,1005.5,1007.1,0,7.3,26.9
188,己魂,2021-07-10,26.4,23.4,30.2,0,8.8,5.3,2.5,24.7,74,90.8,31.1,1007,1007.4,1009.3,0,6.6,27.8
188,己魂,2021-07-11,27.3,24.6,30.9,0.1,7.9,5.3,3.3,26.3,83,95,34.2,1009.1,1010.6,1011.4,0,5.9,28.8
188,己魂,2021-07-12,27.4,25.5,31.1,0,7.9,5.3,3.8,26.3,76,94.6,34.2,1008.7,1010.1,1011,0,6.3,29.5
188,己魂,2021-07-13,27.3,25.8,30.1,0,6.9,4.4,3.5,26.8,88,97.3,35.2,1008.7,1009.7,1011,0,6.5,30.3
188,己魂,2021-07-14,27.1,25.6,29.1,0,6.6,4.5,3,26.6,90,97.4,34.8,1010.8,1011.5,1013.1,0,8.3,29.2
188,己魂,2021-07-15,27.4,23.7,30.7,0,4.5,3.5,1.9,26.2,82,94,34.1,1012.5,1013.4,1014.8,0,5.6,31.5
188,己魂,2021-07-16,27.7,25.2,30.4,0,5,3.6,1.9,25.7,77,89.6,33,1011.8,1012.7,1014.1,0,7.3,31.3
188,己魂,2021-07-17,26.6,23.5,29.8,15.4,13,5.7,2.7,24.4,75,88.4,30.5,1008.7,1009.8,1011,0,8.1,30.3
188,己魂,2021-07-18,25.7,21.8,29.6,52.8,8.1,5.3,3,24.8,82,95.4,31.4,1008.1,1009.8,1010.4,0,8.4,27.3
188,己魂,2021-07-19,27.8,23.6,30.6,6.8,7.2,4.2,2.4,26.1,76,91.5,33.9,1010.2,1011.1,1012.5,0,6.9,29.7
188,己魂,2021-07-20,27.2,25,30.3,0,6.4,3.9,2.3,26.3,83,95.1,34.1,1010.8,1011.9,1013.1,0,7.1,28.9
188,己魂,2021-07-21,27.4,25.1,29.6,0,8.2,4.9,3,26.4,86,94.8,34.4,1008.8,1009.7,1011.1,0,3.5,28.8
188,己魂,2021-07-22,27.8,26.6,30.8,0,7.4,4.8,3,26,76,90.5,33.6,1007.3,1008.7,1009.6,0,5.1,29.3
188,己魂,2021-07-23,27.7,26.7,29,0,6.9,4.1,2.9,25.6,81,88.9,32.8,1005.9,1007.1,1008.2,0,8.9,27.7
188,己魂,2021-07-24,27.9,27,30.6,0,7.1,4.8,3.2,25.9,77,89.3,33.4,1004.4,1005.3,1006.7,0,8.9,28.6
188,己魂,2021-07-25,27.6,27.1,28.3,0.1,8.5,6,4.5,24.9,78,85.5,31.5,1002.6,1004,1004.9,0,10,26.9
188,己魂,2021-07-26,27.4,25,28.4,0.4,8.4,5.7,4.2,25,82,87.3,31.8,1001.3,1003,1003.6,0,9,27.1
188,己魂,2021-07-27,27.7,25.2,30.5,0,4.8,3.6,2.5,25.4,76,87.9,32.4,1000.4,1001.8,1002.7,0,2.9,30.6
188,己魂,2021-07-28,27.6,24.3,30.5,0,5.1,3.7,2.4,25.3,77,87.9,32.3,1000.9,1001.8,1003.2,0,2.4,31.2
188,己魂,2021-07-29,26.9,23.3,30.3,0,4.8,3.4,1.9,24.9,77,89.4,31.4,1000.5,1001.9,1002.8,0,4.5,31.3
188,己魂,2021-07-30,26.9,23.3,29.8,6.2,6.9,5.1,2.9,25.9,84,95,33.5,999.7,1000.9,1002,0,6,29.6
188,己魂,2021-07-31,27.8,26.4,30.5,7.3,6.5,4.6,2.1,27.2,87,97.1,36.1,999.2,1000.5,1001.5,0,7.1,30.1
188,己魂,2021-08-01,28.4,26.5,31.3,0,6.9,5.1,2.6,26.8,74,91.5,35.3,998.9,999.9,1001.2,0,6.3,30.6
188,己魂,2021-08-02,28,25.5,31.2,15.2,6.6,3.7,2.1,27,82,95,35.6,1001.1,1001.4,1003.4,0,6.5,30.5
188,己魂,2021-08-03,28.1,26.6,30.7,0.6,6.3,4.4,2.7,26.3,79,90.5,34.3,1005.5,1005.3,1007.8,0,5.5,29.6
188,己魂,2021-08-04,28.7,25.5,31.3,3.3,6.3,4.3,2.6,26.6,79,89,34.9,1006.5,1007.5,1008.8,0,4.1,30.6
188,己魂,2021-08-05,28.2,24.9,31.5,0,6,3.6,1.7,26.2,75,89.5,33.9,1003.7,1004.2,1006,0,2.6,30.3
188,己魂,2021-08-06,28.3,24.9,32.2,0,6.3,3.8,2.1,25.9,61,88.3,33.5,1000.5,1001.5,1002.8,0,1.5,30.3
188,己魂,2021-08-07,28.8,25.9,32.1,0,5.9,3.7,1.9,26.2,75,86.5,34,1000.2,1001.5,1002.5,0,3.5,31
188,己魂,2021-08-08,26.4,25.1,28,15.2,8.5,5.9,2,25.3,87,94.1,32.3,998.8,999.4,1001.1,0,7.6,27.5
188,己魂,2021-08-09,27.8,24.6,32.1,0.2,8.9,5.3,2.7,24.6,69,83.6,31,1001.2,1001.1,1003.5,0,5.1,28.7
188,己魂,2021-08-10,27.4,24.4,30.9,0,6,4.6,2.1,24.5,67,84.6,30.7,1006.5,1006.3,1008.8,0,7.6,29.2
